123,خصوصًا,khususan,especially,adverb
124,معًا,ma-an,together,adverb
125,بسرعة,bisur-a,quickly,adverb
126,ببطء,bibat,slowly,adverb
127,عادة,adatan,usually,adverb
128,مباشرة,mubasharatan,directly,adverb
129,أخيرًا,akhiran,finally,adverb
130,أولًا,awwal-an,firstly,adverb
131,ثانيًا,thaniyan,secondly,adverb
132,أخير,akhir,last;final,adjective
133,هكذا,hakadha,like this,adverb
134,هكذاك,hakadhak,like that,adverb
135,كذلك,kadhalik,likewise;also,adverb
136,ذلك,dhalik,that,pronoun
137,هذا,hadha,this,pronoun
138,هذه,hadhihi,this feminine,pronoun
139,هذان,hadhani,these two masculine,pronoun
140,هاتان,hatani,these two feminine,pronoun
141,هؤلاء,haulai,these,pronoun
142,أولئك,ulaika,those,pronoun
143,الذي,alladhi,who;which masculine,relative pronoun
144,التي,allati,who;which feminine,relative pronoun
145,اللذان,alladhani,who;which two masculine,relative pronoun
146,اللتان,allatani,who;which two feminine,relative pronoun
147,الذين,alladhina,who;which plural,relative pronoun
148,اللاتي,allati,who;which feminine plural,relative pronoun
149,ماذا,madha,what,pronoun
150,شيء,shay,thing,noun
151,أحد,ahad,someone;anyone,pronoun/noun
152,أحدهم,ahaduhum,one of them,pronoun
153,كل,kull,all;every,determiner
154,كلاهما,kilahuma,both of them,pronoun
155,بعض,bad,some;part,determiner/noun
156,بعضهم,baduhum,some of them,pronoun
157,نفس,nafs,same;self,noun
158,نفسه,nafsuhu,himself;itself,pronoun
159,كلهم,kulluhum,all of them,pronoun
160,معظم,mu-zam,most,determiner
161,أكثر,akthar,more;most,adjective/adverb
162,أقل,aqall,less;least,adjective/adverb
163,كثير,kathir,much;many,determiner/adjective
164,قليل,qalil,little;few,determiner/adjective
165,غيرهما,ghayruhuma,other than the two,pronoun
166,آخر,akhar,other;another,adjective
167,أخرى,ukhra,another;other feminine,adjective
168,الأول,al-awwal,first,adjective
169,الثاني,ath-thani,second,adjective
170,الثالث,ath-thalith,third,adjective
171,الرابع,ar-rabi,fourth,adjective
172,الخامس,al-khamis,fifth,adjective
173,واحد,wahid,one,numeral
174,اثنان,ithnan,two,numeral
175,ثلاثة,thalatha,three,numeral
176,أربعة,arbaa,four,numeral
177,خمسة,khamsa,five,numeral
178,ستة,sitta,six,numeral
179,سبعة,sabaa,seven,numeral
180,ثمانية,thamaniya,eight,numeral
181,تسعة,tisaa,nine,numeral
182,عشرة,ashara,ten,numeral
183,مئة,mi-a,hundred,numeral/noun
184,ألف,alf,thousand,numeral/noun
185,مليون,milyun,million,noun
186,مرة,marra,time;once,noun
187,مرات,marrat,times,noun
188,إذ,idh,when;as,adverb
189,إذًا,idhan,then,particle
190,حين,hin,time;when,noun
191,آنذاك,anadhak,then;at that time,adverb
192,لاحقًا,lahiqun,later,adverb
193,مؤخرًا,muakhkharan,recently,adverb
194,مسبقًا,musbaqan,in advance,adverb
195,أبدًا,abadan,ever;never,adverb
196,قط,qatt,ever;at all,adverb
197,بتاتًا,batan,at all,adverb
198,مع ذلك,ma-a dhalik,nevertheless,connector
199,ومع ذلك,wa ma-a dhalik,nevertheless,connector
200,لذلك,li-dhalik,therefore,connector
201,لذا,li-dha,therefore,connector
202,ولهذا,wa li-hadha,for this reason,connector
203,بالتالي,bit-tali,consequently,connector
204,إضافة إلى,idafatan ila,in addition to,preposition
205,بالإضافة إلى,bil-idafa ila,in addition to,preposition
206,على الرغم من,ala ar-raghm min,although;despite,preposition
207,من ناحية,min nahya,from one side,phrase
208,من جهة,min jiha,on the one hand,phrase
209,من جهة أخرى,min jiha ukhra,on the other hand,phrase
210,في المقابل,fi-l-muqabil,in contrast,adverbial phrase
211,على الأقل,ala al-aqall,at least,phrase
212,على الأكثر,ala al-akthar,at most,phrase
213,في الواقع,fi al-waqi,in fact,phrase
214,في الوقت نفسه,fi al-waqt nafsihi,at the same time,phrase
215,في النهاية,fi an-nihaya,in the end,phrase
216,في البداية,fi al-bidaya,at first,phrase
217,من ناحية أخرى,min nahya ukhra,on the other hand,phrase
218,على أي حال,ala ayyi hal,in any case,phrase
219,مهما,mahma,whatever;no matter how,conjunction
220,أيًا كان,ayyan kana,whatever it may be,construction
221,وسائل الإعلام,wasail al-iam,media,phrase
222,أينما,aynama,wherever,conjunction
223,كيفما,kayfama,however,conjunction
224,متى ما,mata ma,whenever,conjunction
225,أنما,annama,wherever;that,conjunction
226,قال,qala,say;said,verb
227,كان,kana,be;was,verb
228,أصبح,asbaha,become;be in the morning,verb
229,أمسى,amsa,become;be in the evening,verb
230,ظل,zalla,remain;continue,verb
231,بات,bata,spend the night;remain,verb
232,صار,sara,become,verb
233,وجد,wajada,find;exist,verb
234,حصل,hasala,happen;obtain,verb
235,حدث,hadatha,happen,verb
236,وقع,waqa-a,occur;fall,verb
237,جاء,jaa,come,verb
238,أتى,ata,come;bring,verb
239,ذهب,dhahaba,go,verb
240,عاد,ada,return,verb
241,رجع,rajaa,return,verb
242,دخل,dakhala,enter,verb
243,خرج,kharaja,leave;exit,verb
244,وصل,wasala,arrive;reach,verb
245,بقي,baqiya,remain,verb
246,جلس,jalasa,sit,verb
247,وقف,waqafa,stand;stop,verb
248,نام,nama,sleep,verb
249,استيقظ,istayqaza,wake up,verb
250,بدأ,badaa,begin,verb
251,أثر,aththara,affect,verb
252,أجاب,ajaba,answer,verb
253,أحضر,ahdara,bring,verb
254,أخبر,akhbara,tell,verb
255,أخذ,akhadha,take,verb
256,أدار,adara,manage,verb
257,أراد,arada,want,verb
258,أرسل,arsala,send,verb
259,أزال,azala,remove,verb
260,أشار,ashara,point;refer,verb
261,أصاب,asaba,hit;affect;strike,verb
262,أصلح,aslaha,fix;reform,verb
263,أضاف,adafa,add,verb
264,أعان,aana,assist,verb
265,أعطى,ata,give,verb
266,أعلن,alana,announce,verb
267,أغلق,aghlaqa,close,verb
268,أكد,akkada,confirm;emphasize,verb
269,أكمل,akmala,complete,verb
270,أنتج,antaja,produce,verb
271,أنفق,anfaqa,spend,verb
272,أوضح,awdaha,clarify,verb
273,ابتعد,ibtada,move away,verb
274,اتخذ,ittakhadha,take;adopt,verb
275,اتصل,ittasala,contact,verb
276,اتفق,ittafaqa,agree,verb
277,احتاج,ihtaja,need,verb
278,احتفل,ihtafala,celebrate,verb
279,احتوى,ihtawa,contain,verb
280,اختار,ikhtara,choose,verb
281,اختبر,ikhtabara,test,verb
282,اخترع,ikhtaraa,invent,verb
283,اختلف,ikhtalafa,differ;disagree,verb
284,استأجر,ista-jara,rent,verb
285,استبعد,istabada,exclude,verb
286,استثمر,istathmara,invest,verb
287,استحق,istaḥaqqa,deserve,verb
288,استخدم,istakhdama,use,verb
289,استطاع,istataa,be able,verb
290,استعاد,istaada,recover;retrieve,verb
291,استعمل,istamala,use,verb
292,استقبل,istaqbala,receive;welcome,verb
293,استلم,istalama,receive,verb
294,استمر,istamarra,continue,verb
295,استمع,istama-a,listen,verb
296,استنتج,istantaja,conclude,verb
297,استند,istannada,be based on,verb
298,استهلك,istahlaka,consume,verb
299,استورد,istawrada,import,verb
300,اشترى,ishtara,buy,verb
301,اعتقد,iataqada,believe,verb
302,اعتمد,iatamada,rely;depend,verb
303,افترض,iftarada,assume,verb
304,اقترب,iqtaraba,approach,verb
305,اقترح,iqtaraha,suggest,verb
306,اكتشف,iktashafa,discover,verb
307,التقى,iltaqa,meet,verb
308,امتلك,imtalaka,possess,verb
309,انتبه,intabaha,pay attention,verb
310,انتهى,intaha,end;finish,verb
311,انضم,indamma,join,verb
312,باع,baa,sell,verb
313,بحث,bahatha,search;research,verb
314,بنى,bana,build,verb
315,تأكد,ta-akkada,make sure,verb
316,تجنب,tajanabba,avoid,verb
317,تحدث,tahaddatha,speak;talk,verb
318,تحرك,taharraka,move,verb
319,تحقق,tahaqqaqa,verify,verb
320,تحول,tahawwala,transform,verb
321,تخيل,takhayyala,imagine,verb
322,تذكر,tadhakkara,remember,verb
323,ترك,taraka,leave,verb
324,تطور,tatāwwara,develop;progress,verb
325,تعاون,taawana,cooperate,verb
326,تعلم,taallama,learn,verb
327,تكلم,takallama,speak,verb
328,توقع,tawaqqaa,expect,verb
329,توقف,tawaqqafa,stop,verb
330,جرّب,jarraba,try;test,verb
331,جمع,jamaa,collect;gather,verb
332,حافظ,hafaza,maintain;preserve,verb
333,حاول,hawala,try,verb
334,حدد,haddada,determine,verb
335,حذر,hadhdhara,warn,verb
336,حضر,hadara,attend,verb
337,حفظ,hafiza,memorize;preserve,verb
338,حقق,haqqaqa,achieve,verb
339,حل,halla,solve,verb
340,حلل,hallala,analyze,verb
341,حمل,hamala,carry,verb
342,خدم,khadama,serve,verb
343,خسر,khasira,lose,verb
344,خطط,khattata,plan,verb
345,خفض,khafada,lower,verb
346,دافع,dafa-a,defend,verb
347,درس,darasa,study,verb
348,دعا,daa,invite;call,verb
349,دعم,da-ama,support,verb
350,دفع,dafa-a,pay;push,verb
351,ذكر,dhakara,mention;remember,verb
352,رأى,raa,see,verb
353,راقب,raqaba,observe,verb
354,ربح,rabiha,profit;win,verb
355,رتب,rattaba,arrange,verb
356,رسم,rasama,draw,verb
357,رفض,rafada,refuse,verb
358,رفع,rafa-a,raise;lift,verb
359,زاد,zada,increase,verb
360,زار,zara,visit,verb
361,سأل,saala,ask,verb
362,ساعد,saada,help,verb
363,سافر,safara,travel,verb
364,سبب,sabbaba,cause,verb
365,سمع,samia,hear,verb
366,سيطر,saytara,control,verb
367,شارك,sharaka,participate,verb
368,شاهد,shahada,watch;see,verb
369,شرح,sharaha,explain,verb
370,شفي,shufiya,recover,verb
371,شمل,shamila,include,verb
372,صدّر,saddara,export,verb
373,صغر,saghura,be small,verb
374,صلح,salaha,repair;be good,verb
375,صمم,sammama,design,verb
376,صنع,sanaa,make;manufacture,verb
377,ضعف,da-ufa,weaken,verb
378,طبق,tabaqa,apply,verb
379,طور,tawwara,develop,verb
380,ظن,zanna,think;suppose,verb
381,عارض,arada,oppose,verb
382,عدّ,adda,count,verb
383,عرف,arafa,know;recognize,verb
384,علم,alima,know,verb
385,علّم,allama,teach,verb
386,عمل,amila,work;do,verb
387,غادر,ghadara,depart,verb
388,غيّر,ghayyara,change,verb
389,فاز,faza,win,verb
390,فتح,fataha,open,verb
391,فشل,fashila,fail,verb
392,فضّل,faddala,prefer,verb
393,فعل,faala,do,verb
394,فكر,fakkara,think,verb
395,فهم,fahima,understand,verb
396,قابل,qabila,meet,verb
397,قاد,qada,lead,verb
398,قارن,qarana,compare,verb
399,قاس,qasa,measure,verb
400,قدر,qadara,be able;estimate,verb
401,قرأ,qaraa,read,verb
402,قرر,qarrara,decide,verb
403,قسّم,qassama,divide,verb
404,قوي,qawiya,become strong,verb
405,قيّم,qayyama,evaluate,verb
406,كبر,kabura,grow;become big,verb
407,كتب,kataba,write,verb
408,كسب,kasaba,earn,verb
409,كسر,kasara,break,verb
410,لاحظ,lahaza,notice,verb
411,لعب,laiba,play,verb
412,ملك,malaka,own,verb
413,منع,manaa,prevent;ban,verb
414,ناقش,naqasha,discuss,verb
415,نتج,nataja,result,verb
416,نجح,najaha,succeed,verb
417,نسي,nasiya,forget,verb
418,نشر,nashara,publish;spread,verb
419,نصح,nasaha,advise,verb
420,نظر,nazara,look;consider,verb
421,نظم,nazama,organize,verb
422,نفذ,naffadha,implement,verb
423,نقص,naqasa,decrease,verb
424,هدم,hadama,demolish,verb
425,هندس,handasa,engineer,verb
426,واجه,wajaha,face,verb
427,وافق,wafaqa,agree,verb
428,وصف,wasafa,describe,verb
429,وضع,wadaa,put;place,verb
430,وفر,waffara,save;provide,verb
431,وفّر,waffara,provide;save,verb
432,أنجز,anjaza,accomplish,verb
433,تعامل,taamala,deal with,verb
434,تصرف,tasarrafa,behave;act,verb
435,سمح,samaha,allow,verb
436,أجاز,ajaza,permit,verb
437,فرض,farada,impose,verb
438,طلب,talaba,request;seek,verb
439,استفاد,istafada,benefit,verb
440,تأثر,ta-aththara,be affected,verb
441,أدى,adda,lead to;perform,verb
442,يعني,ya-ni,mean,verb
443,سمى,samma,name,verb
444,عين,ayyana,appoint;specify,verb
445,هاجم,hajama,attack,verb
446,حارب,haraba,fight,verb
447,قتل,qatala,kill,verb
448,مات,mata,die,verb
449,عاش,asha,live,verb
450,ولد,wulida,be born,verb
451,تزوج,tazawwaja,get married,verb
452,طلق,tallaqa,divorce,verb
453,ربى,rabba,raise;educate,verb
454,نشأ,nashaa,grow up,verb
455,مرض,marida,be ill,verb
456,عالج,alaja,treat,verb
457,استراح,istaraha,rest,verb
458,تنفس,tanaffasa,breathe,verb
459,أكل,akala,eat,verb
460,شرب,shariba,drink,verb
461,طبخ,tabakha,cook,verb
462,غسل,ghasala,wash,verb
463,نظف,nazafa,clean,verb
464,لبس,labisa,wear,verb
465,خلع,khalaa,take off,verb
466,ركب,rakiba,ride;board,verb
467,ساق,saqa,drive,verb
468,سقط,saqata,fall,verb
469,صعد,saida,go up,verb
470,نزل,nazala,go down,verb
471,مر,marra,pass,verb
472,تبع,tabia,follow,verb
473,سبق,sabaqa,precede,verb
474,لحق,laḥiqa,catch up,verb
475,هرب,haraba,escape,verb
476,ركض,rakada,run,verb
477,مشى,masha,walk,verb
478,جرى,jara,run;flow,verb
479,طاف,tafa,go around,verb
480,استلقى,istalqa,lie down,verb
481,ضحك,dahika,laugh,verb
482,بكى,baka,cry,verb
483,ابتسم,ibtasama,smile,verb
484,حزن,hazina,be sad,verb
485,فرح,fariha,be happy,verb
486,غضب,ghadiba,get angry,verb
487,خاف,khafa,fear,verb
488,أحب,ahabba,love,verb
489,كره,kariha,hate,verb
490,رغب,raghiba,desire,verb
491,اشتاق,ishtaqa,long for,verb
492,احترم,ihtarama,respect,verb
493,ثق,thaqa,trust,verb
494,شك,shakka,doubt,verb
495,تمنى,tamanna,wish,verb
496,آمن,amana,believe,verb
497,أمل,amala,hope,verb
498,خيب,khayyaba,disappoint,verb
499,سعد,sa-ida,be happy,verb
500,رضي,radiya,be satisfied,verb
501,نجا,naja,survive;escape,verb
502,استسلم,istaslama,surrender,verb
503,انتصر,intasara,triumph,verb
504,انهزم,inhazama,be defeated,verb
505,نافس,naafasa,compete,verb
506,شكر,shakara,thank,verb
507,سامح,samaha,forgive,verb
508,اعتذر,itadhara,apologize,verb
509,وعد,waada,promise,verb
510,كذب,kadhdhab,lie,verb
511,صدق,sadaqa,be truthful,verb
512,سرق,saraqa,steal,verb
513,أعاد,aada,return;repeat,verb
514,احتفظ,ihtafaza,keep,verb
515,فقد,faqada,lose,verb
516,استغل,istaghalla,exploit,verb
517,سوق,suq,market,noun
518,نتيجة لذلك,natijatan li-dhalik,as a result,connector
519,مجتمع,mujtama,society,noun
520,ينتج,yuntij,result in;produce,verb
521,بيت,bayt,house;home,noun
522,منزل,manzil,house;home,noun
523,شقة,shaqqa,apartment,noun
524,غرفة,ghurfa,room,noun
525,باب,bab,door,noun
526,نافذة,nafidha,window,noun
527,جدار,jidar,wall,noun
528,أرض,ard,ground;land,noun
529,أرضية,ardiyya,floor,noun
530,مفتاح,miftah,key,noun
531,طاولة,tawila,table,noun
532,كرسي,kursi,chair,noun
533,سرير,sarir,bed,noun
534,مطبخ,matbakh,kitchen,noun
535,حمام,hammam,bathroom;bath,noun
536,حديقة,hadiqa,garden,noun
537,شارع,shari,street,noun
538,طريق,tariq,road;way,noun
539,مبنى,mabna,building,noun
540,سفر,safar,travel,noun
541,مكتب,maktab,office;desk,noun
542,مدرسة,madrasa,school,noun
543,جامعة,jami-a,university,noun
544,مستشفى,mustashfa,hospital,noun
545,محطة,mahatta,station,noun
546,مطار,matar,airport,noun
547,فندق,funduq,hotel,noun
548,مطعم,mat-am,restaurant,noun
549,متجر,matjar,shop;store,noun
550,مكتبة,maktaba,library;bookstore,noun
551,مصنع,masna,factory,noun
552,مزرعة,mazraa,farm,noun
553,شركة,sharika,company,noun
554,مؤسسة,mu-assasa,institution,noun
555,منظمة,munazzama,organization,noun
556,وزارة,wizarah,ministry,noun
557,سفارة,sifara,embassy,noun
558,محكمة,mahkama,court,noun
559,سجن,sijn,prison,noun
560,مدينة,madina,city,noun
561,قرية,qarya,village,noun
562,تاريخ,tarikh,date;history,noun
563,دولة,dawla,state;country,noun
564,بلد,balad,country;town,noun
565,منطقة,mantiqa,region;area,noun
566,مكان,makan,place,noun
567,موقع,mawqi,location;site,noun
568,جانب,janib,side,noun
569,وسط,wasat,center,noun
570,طرف,taraf,side;end,noun
571,زاوية,zawiya,corner;angle,noun
572,اتجاه,ittijah,direction,noun
573,شمال,shimal,north,noun
574,جنوب,janub,south,noun
575,تعليم,talim,education,noun
576,شرق,sharq,east,noun
577,غرب,gharb,west,noun
578,سماء,sama,sky,noun
579,شمس,shams,sun,noun
580,قمر,qamar,moon,noun
581,نجم,najm,star,noun
582,سحاب,sahab,cloud,noun
583,مطر,matar,rain,noun
584,ثلج,thalj,snow,noun
585,ريح,rih,wind,noun
586,هواء,hawa,air,noun
587,نتيجة,natija,result,noun
588,حرارة,harara,heat;temperature,noun
589,برد,bard,cold,noun
590,صوت,sawt,sound;voice,noun
591,ضوء,daw,light,noun
592,نار,nar,fire,noun
593,ماء,ma,water,noun
594,بحر,bahr,sea,noun
595,نهر,nahr,river,noun
596,بحيرة,buhayra,lake,noun
597,جبل,jabal,mountain,noun
598,غابة,ghaba,forest,noun
599,شجرة,shajara,tree,noun
600,زهرة,zahra,flower,noun
601,نبات,nabat,plant,noun
602,حجر,hajar,stone,noun
603,رمل,raml,sand,noun
604,فكرة,fikra,idea,noun
605,تراب,turab,soil;dust,noun
606,حيوان,hayawan,animal,noun
607,صفة,sifa,adjective;quality,noun
608,طائر,ta-ir,bird,noun
609,سمكة,samaka,fish,noun
610,حصان,hisan,horse,noun
611,كلب,kalb,dog,noun
612,نحلة,nahla,bee,noun
613,فراشة,farasha,butterfly,noun
614,ثقافة,thaqafa,culture,noun
615,إنسان,insan,human being,noun
616,شخص,shakhs,person,noun
617,رجل,rajul,man,noun
618,امرأة,imra-a,woman,noun
619,طفل,tifl,child,noun
620,بنت,bint,girl;daughter,noun
621,شاب,shabb,young man,noun
622,شابة,shabba,young woman,noun
623,أب,ab,father,noun
624,والد,walid,father;parent,noun
625,والدة,walida,mother,noun
626,ابن,ibn,son,noun
627,ابنة,ibna,daughter,noun
628,أخ,akh,brother,noun
629,أخت,ukht,sister,noun
630,زوج,zawj,husband,noun
631,زوجة,zawja,wife,noun
632,أسرة,usra,family,noun
633,عائلة,aila,family,noun
634,صديق,sadiq,friend,noun
635,صديقة,sadiqa,female friend,noun
636,جار,jar,neighbor,noun
637,بيانات,bayanat,data,noun
638,زميل,zamil,colleague,noun
639,شخصية,shakhsiyya,personality;character,noun
640,معرفة,marifa,knowledge,noun
641,ضيف,dayf,guest,noun
642,رجل أعمال,rajul a-mal,businessman,noun
643,مواطن,muwatin,citizen,noun
644,شعب,shab,people;population,noun
645,قدرة,qudra,ability,noun
646,جمهور,jumhur,audience;public,noun
647,جماعة,jama-a,group,noun
648,فريق,fariq,team,noun
649,هدف,hadaf,goal,noun
650,مجموعة,majmua,group,noun
651,عضو,udw,member,noun
652,قرار,qarar,decision,noun
653,قائد,qa-id,leader,noun
654,اختيار,ikhtiyar,choice,noun
655,مدير,mudir,manager,noun
656,رأي,ra-y,opinion,noun
657,موظف,muwazzaf,employee,noun
658,عامل,amil,worker,noun
659,مشكلة,mushkila,problem,noun
660,طبيب,tabib,doctor,noun
661,ممرض,mumarriḍ,nurse,noun
662,مهندس,muhandis,engineer,noun
663,خدمة,khidma,service,noun
664,محام,muhami,lawyer,noun
665,أستاذ,ustadh,professor;teacher,noun
666,طالب,talib,student,noun
667,باحث,bahith,researcher,noun
668,كاتب,katib,writer,noun
669,صحفي,sahafi,journalist,noun
670,علاقة,alaqa,relationship,noun
671,فنان,fannan,artist,noun
672,لاعب,laib,player,noun
673,سائق,sa-iq,driver,noun
674,شرطي,shurti,police officer,noun
675,جندي,jundi,soldier,noun
676,وزير,wazir,minister,noun
677,رئيس,ra-is,president;head,noun
678,حاكم,hakim,ruler;governor,noun
679,طعام,ta-am,food,noun
680,خبز,khubz,bread,noun
681,حقيقة,haqiqa,truth;reality,noun
682,أرز,ruzz,rice,noun
683,واقع,waqi,reality,noun
684,لحم,lahm,meat,noun
685,دجاج,dajaj,chicken,noun
686,سمك,samak,fish,noun
687,بيض,bayd,eggs,noun
688,حليب,halib,milk,noun
689,جبن,jubn,cheese,noun
690,عقل,aql,mind;reason,noun
691,زبدة,zubda,butter,noun
692,سكر,sukkar,sugar,noun
693,ملح,milh,salt,noun
694,فاكهة,fakiha,fruit,noun
695,خضار,khudar,vegetables,noun
696,تفاح,tuffah,apples,noun
697,برتقال,burtuqal,orange,noun
698,موز,mawz,banana,noun
699,عنب,inab,grapes,noun
700,أمن,amn,security,noun
701,إذا كان,idha kana,if,construction
702,إلا أن,illa anna,however;except that,conjunction
703,إلى حد,ila hadd,to the extent,phrase
704,بدل أن,badal an,instead of,conjunction
705,بدلًا من,badalan min,instead of,phrase
706,بصفة عامة,bisifa amma,generally,phrase
707,بغض النظر,bighadd an-nazar,regardless,phrase
708,بناءً على ذلك,binaan ala dhalik,accordingly,phrase
709,حتى الآن,hatta al-an,until now,phrase
710,حتى لا,hatta la,so that ... not,conjunction
711,دون أن,dun an,without,conjunction
712,رغم أن,raghm anna,although;despite the fact that,conjunction
713,سواء...أم,sawa...am,whether...or,construction
714,على الرغم من ذلك,ala ar-raghm min dhalik,despite that,phrase
715,في الوقت الحالي,fi al-waqt al-hali,at present,phrase
716,في كثير من الأحيان,fi kathir min al-ahyan,often,phrase
717,في معظم الأحيان,fi mu-azam al-ahyan,most of the time,phrase
718,كأن,ka-anna,as if,particle
719,كأنما,ka-annama,as though,particle
720,كلما...كلما,kullama...kullama,the more...the more,construction
721,كي لا,kay la,so as not to,conjunction
722,لا بد من,la budda min,it is necessary,construction
723,مرة أخرى,marra ukhra,again,phrase
724,مع أن,ma-a anna,although,conjunction
725,معدل النمو,muaddal an-numuw,growth rate,phrase
726,من الضروري أن,min ad-daruri an,it is necessary that,construction
727,من المؤكد أن,min al-mu-akkad an,it is certain that,construction
728,من المحتمل أن,min al-muhtamal an,it is likely that,construction
729,من الممكن أن,min al-mumkin an,it is possible that,construction
730,من الواضح أن,min al-wadih an,it is clear that,construction
731,من وقت لآخر,min waqt li-akhar,from time to time,phrase
732,منذ البداية,mundhu al-bidaya,from the beginning,phrase
733,منذ ذلك الحين,mundhu dhalik al-hin,since then,phrase
734,وبالتالي,wa-bi-t-tali,consequently,connector
735,تمر,tamr,dates,noun
736,بطاطا,batata,potato,noun
737,طماطم,tamatim,tomatoes,noun
738,حرية,hurriyya,freedom,noun
739,بصل,basal,onion,noun
740,عدالة,adala,justice,noun
741,ثوم,thum,garlic,noun
742,شاي,shay,tea,noun
743,قهوة,qahwa,coffee,noun
744,عصير,asir,juice,noun
745,مسؤولية,mas-uliyya,responsibility,noun
746,خطة,khutta,plan,noun
747,وجبة,wajba,meal,noun
748,قانون,qanun,law,noun
749,فطور,futur,breakfast,noun
750,نظام,nizam,system;order,noun
751,غداء,ghada,lunch,noun
752,سياسة,siyasa,politics;policy,noun
753,عشاء,asha,dinner,noun
754,حكومة,hukuma,government,noun
755,كوب,kub,cup,noun
756,زجاجة,zujaja,bottle,noun
757,ملعقة,mil-aqa,spoon,noun
